Retailer,Retailer ID,Invoice Date,Month,Region,State,City,Product,Sales Method,Price per Unit,Units Sold,Total Sales,Operational Margin,Profit
Amazon,1185732,17-12-2021,December,Northeast,Maine,Portland, Women Street Footwear,Online,52.00,68,3536,5%,176.80
Amazon,1185732,17-12-2021,December,Northeast,Maine,Portland, Women Athletic Footwear,Online,52.00,50,2600,4%,111.80
Amazon,1185732,17-12-2021,December,Northeast,Maine,Portland,Men Apparel,Online,60.00,54,3240,4%,116.64
Amazon,1185732,17-12-2021,December,Northeast,Maine,Portland, Women Apparel,Online,69.00,75,5175,5%,274.28
West Gear,1128299,10-01-2021,January,Northeast,Maine,Portland,Men Street Footwear,Online,33.00,98,3234,4%,113.19
West Gear,1128299,10-01-2021,January,Northeast,Maine,Portland,Men Athletic Footwear,Online,41.00,109,4469,3%,147.48
West Gear,1128299,10-01-2021,January,Northeast,Maine,Portland, Women Street Footwear,Online,43.00,101,4343,4%,173.72
West Gear,1128299,10-01-2021,January,Northeast,Maine,Portland, Women Athletic Footwear,Online,43.00,59,2537,4%,98.94
Amazon,1185732,24-01-2021,January,West,Alaska,Anchorage, Women Apparel,Online,52.00,84,4368,4%,179.09
Amazon,1185732,22-02-2021,February,West,Alaska,Anchorage,Men Street Footwear,Online,51.00,173,8823,5%,414.68
Amazon,1185732,22-02-2021,February,West,Alaska,Anchorage,Men Athletic Footwear,Online,53.00,65,3445,5%,165.36
Amazon,1185732,22-02-2021,February,West,Alaska,Anchorage, Women Street Footwear,Online,43.00,77,3311,4%,122.51
Amazon,1185732,22-02-2021,February,West,Alaska,Anchorage, Women Athletic Footwear,Online,49.00,46,2254,4%,87.91
Amazon,1185732,22-02-2021,February,West,Alaska,Anchorage,Men Apparel,Online,60.00,75,4500,4%,171.00
Amazon,1185732,22-02-2021,February,West,Alaska,Anchorage, Women Apparel,Online,52.00,102,5304,4%,233.38
Amazon,1185732,20-03-2021,March,West,Alaska,Anchorage,Men Street Footwear,Online,53.00,153,8109,5%,397.34
Amazon,1185732,20-03-2021,March,West,Alaska,Anchorage,Men Athletic Footwear,Online,52.00,65,3380,5%,169.00
Amazon,1185732,20-03-2021,March,West,Alaska,Anchorage, Women Street Footwear,Online,41.00,69,2829,4%,104.67
Amazon,1185732,20-03-2021,March,West,Alaska,Anchorage, Women Athletic Footwear,Online,49.00,36,1764,4%,67.03
Amazon,1185732,20-03-2021,March,West,Alaska,Anchorage,Men Apparel,Online,64.00,53,3392,4%,132.29
Amazon,1185732,20-03-2021,March,West,Alaska,Anchorage, Women Apparel,Online,53.00,72,3816,4%,152.64
Amazon,1185732,21-04-2021,April,West,Alaska,Anchorage,Men Street Footwear,Online,54.00,131,7074,5%,325.40
Amazon,1185732,21-04-2021,April,West,Alaska,Anchorage,Men Athletic Footwear,Online,50.00,61,3050,5%,152.50
Amazon,1185732,21-04-2021,April,West,Alaska,Anchorage, Women Street Footwear,Online,44.00,61,2684,4%,107.36
Amazon,1185732,21-04-2021,April,West,Alaska,Anchorage, Women Athletic Footwear,Online,47.00,44,2068,4%,76.52
Amazon,1185732,21-04-2021,April,West,Alaska,Anchorage,Men Apparel,Online,56.00,41,2296,4%,84.95
Amazon,1185732,21-04-2021,April,West,Alaska,Anchorage, Women Apparel,Online,49.00,84,4116,4%,181.10
Amazon,1185732,20-05-2021,May,West,Alaska,Anchorage,Men Street Footwear,Online,59.00,160,9440,5%,472.00
Amazon,1185732,20-05-2021,May,West,Alaska,Anchorage,Men Athletic Footwear,Online,56.00,72,4032,5%,181.44
Amazon,1185732,20-05-2021,May,West,Alaska,Anchorage, Women Street Footwear,Online,53.00,84,4452,4%,178.08
Amazon,1185732,20-05-2021,May,West,Alaska,Anchorage, Women Athletic Footwear,Online,51.00,63,3213,4%,122.09
Amazon,1185732,20-05-2021,May,West,Alaska,Anchorage,Men Apparel,Online,62.00,69,4278,4%,162.56
Amazon,1185732,20-05-2021,May,West,Alaska,Anchorage, Women Apparel,Online,67.00,100,6700,4%,274.70
Amazon,1185732,22-06-2021,June,West,Alaska,Anchorage,Men Street Footwear,Online,59.00,189,11151,5%,512.95
Amazon,1185732,22-06-2021,June,West,Alaska,Anchorage,Men Athletic Footwear,Online,55.00,112,6160,5%,308.00
Amazon,1185732,22-06-2021,June,West,Alaska,Anchorage, Women Street Footwear,Online,53.00,81,4293,4%,154.55
Amazon,1185732,22-06-2021,June,West,Alaska,Anchorage, Women Athletic Footwear,Online,53.00,90,4770,4%,171.72
Amazon,1185732,22-06-2021,June,West,Alaska,Anchorage,Men Apparel,Online,60.00,84,5040,4%,181.44
Amazon,1185732,22-06-2021,June,West,Alaska,Anchorage, Women Apparel,Online,67.00,126,8442,4%,354.56
Amazon,1185732,20-07-2021,July,West,Alaska,Anchorage,Men Street Footwear,Online,63.00,182,11466,5%,527.44
Amazon,1185732,20-07-2021,July,West,Alaska,Anchorage,Men Athletic Footwear,Online,59.00,111,6549,5%,307.80
Amazon,1185732,20-07-2021,July,West,Alaska,Anchorage, Women Street Footwear,Online,53.00,102,5406,4%,194.62
Amazon,1185732,20-07-2021,July,West,Alaska,Anchorage, Women Athletic Footwear,Online,51.00,75,3825,4%,145.35
Amazon,1185732,20-07-2021,July,West,Alaska,Anchorage,Men Apparel,Online,61.00,91,5551,4%,216.49
Amazon,1185732,20-07-2021,July,West,Alaska,Anchorage, Women Apparel,Online,67.00,130,8710,5%,391.95
Amazon,1185732,21-08-2021,August,West,Alaska,Anchorage,Men Street Footwear,Online,59.00,163,9617,5%,432.77
Amazon,1185732,21-08-2021,August,West,Alaska,Anchorage,Men Athletic Footwear,Online,56.00,106,5936,5%,267.12
Amazon,1185732,21-08-2021,August,West,Alaska,Anchorage, Women Street Footwear,Online,54.00,102,5508,4%,198.29
Amazon,1185732,21-08-2021,August,West,Alaska,Anchorage, Women Athletic Footwear,Online,53.00,68,3604,4%,144.16
Amazon,1185732,21-08-2021,August,West,Alaska,Anchorage,Men Apparel,Online,62.00,65,4030,4%,153.14
Amazon,1185732,21-08-2021,August,West,Alaska,Anchorage, Women Apparel,Online,67.00,104,6968,4%,292.66
Amazon,1185732,20-09-2021,September,West,Alaska,Anchorage,Men Street Footwear,Online,64.00,131,8384,5%,402.43
Amazon,1185732,20-09-2021,September,West,Alaska,Anchorage,Men Athletic Footwear,Online,55.00,91,5005,5%,240.24
Amazon,1185732,20-09-2021,September,West,Alaska,Anchorage, Women Street Footwear,Online,50.00,59,2950,4%,112.10
Amazon,1185732,20-09-2021,September,West,Alaska,Anchorage, Women Athletic Footwear,Online,50.00,56,2800,4%,109.20
Amazon,1185732,20-09-2021,September,West,Alaska,Anchorage,Men Apparel,Online,62.00,60,3720,4%,148.80
Amazon,1185732,20-09-2021,September,West,Alaska,Anchorage, Women Apparel,Online,64.00,84,5376,4%,220.42
Amazon,1185732,22-10-2021,October,West,Alaska,Anchorage,Men Street Footwear,Online,68.00,113,7684,5%,361.15
Amazon,1185732,22-10-2021,October,West,Alaska,Anchorage,Men Athletic Footwear,Online,60.00,77,4620,5%,221.76
Amazon,1185732,22-10-2021,October,West,Alaska,Anchorage, Women Street Footwear,Online,59.00,46,2714,4%,108.56
Amazon,1185732,22-10-2021,October,West,Alaska,Anchorage, Women Athletic Footwear,Online,59.00,42,2478,4%,89.21
Amazon,1185732,22-10-2021,October,West,Alaska,Anchorage,Men Apparel,Online,71.00,44,3124,4%,109.34
Amazon,1185732,22-10-2021,October,West,Alaska,Anchorage, Women Apparel,Online,73.00,83,6059,4%,242.36
Amazon,1185732,21-11-2021,November,West,Alaska,Anchorage,Men Street Footwear,Online,68.00,123,8364,5%,401.47
Amazon,1185732,21-11-2021,November,West,Alaska,Anchorage,Men Athletic Footwear,Online,59.00,81,4779,5%,219.83
Amazon,1185732,21-11-2021,November,West,Alaska,Anchorage, Women Street Footwear,Online,59.00,93,5487,4%,213.99
Amazon,1185732,21-11-2021,November,West,Alaska,Anchorage, Women Athletic Footwear,Online,62.00,90,5580,4%,212.04
Amazon,1185732,21-11-2021,November,West,Alaska,Anchorage,Men Apparel,Online,69.00,83,5727,4%,200.45
Amazon,1185732,21-11-2021,November,West,Alaska,Anchorage, Women Apparel,Online,74.00,101,7474,4%,313.91
Amazon,1185732,20-12-2021,December,West,Alaska,Anchorage,Men Street Footwear,Online,69.00,174,12006,5%,564.28
Amazon,1185732,20-12-2021,December,West,Alaska,Anchorage,Men Athletic Footwear,Online,60.00,112,6720,5%,315.84
Foot Locker,1128299,10-01-2021,January,West,Alaska,Anchorage,Men Street Footwear,Online,33.00,109,3597,4%,136.69
Foot Locker,1128299,10-01-2021,January,West,Alaska,Anchorage,Men Athletic Footwear,Online,43.00,109,4687,3%,154.67
Foot Locker,1128299,10-01-2021,January,West,Alaska,Anchorage, Women Street Footwear,Online,41.00,113,4633,4%,166.79
Foot Locker,1128299,10-01-2021,January,West,Alaska,Anchorage, Women Athletic Footwear,Online,43.00,56,2408,4%,84.28
Foot Locker,1128299,10-01-2021,January,West,Alaska,Anchorage,Men Apparel,Online,46.00,46,2116,3%,63.48
Foot Locker,1128299,10-01-2021,January,West,Alaska,Anchorage, Women Apparel,Online,42.00,123,5166,5%,278.96
Foot Locker,1128299,10-02-2021,February,West,Alaska,Anchorage,Men Street Footwear,Online,33.00,143,4719,4%,169.88
Foot Locker,1128299,10-02-2021,February,West,Alaska,Anchorage,Men Athletic Footwear,Online,42.00,98,4116,3%,131.71
Foot Locker,1128299,10-02-2021,February,West,Alaska,Anchorage, Women Street Footwear,Online,44.00,94,4136,4%,148.90
Foot Locker,1128299,10-02-2021,February,West,Hawaii,Honolulu, Women Athletic Footwear,Online,41.00,56,2296,4%,89.54
Foot Locker,1128299,10-02-2021,February,West,Hawaii,Honolulu,Men Apparel,Online,47.00,38,1786,3%,53.58
Foot Locker,1128299,10-02-2021,February,West,Hawaii,Honolulu, Women Apparel,Online,44.00,102,4488,6%,246.84
Foot Locker,1128299,09-03-2021,March,West,Hawaii,Honolulu,Men Street Footwear,Online,44.00,135,5940,4%,237.60
Foot Locker,1128299,09-03-2021,March,West,Hawaii,Honolulu,Men Athletic Footwear,Online,54.00,91,4914,3%,152.33
Foot Locker,1128299,09-03-2021,March,West,Hawaii,Honolulu, Women Street Footwear,Online,57.00,101,5757,4%,224.52
Foot Locker,1128299,09-03-2021,March,West,Hawaii,Honolulu, Women Athletic Footwear,Online,52.00,69,3588,4%,129.17
Foot Locker,1128299,09-03-2021,March,West,Hawaii,Honolulu,Men Apparel,Online,55.00,36,1980,3%,51.48
Foot Locker,1128299,09-03-2021,March,West,Hawaii,Honolulu, Women Apparel,Online,50.00,85,4250,6%,233.75
Foot Locker,1128299,10-04-2021,April,West,Hawaii,Honolulu,Men Street Footwear,Online,59.00,130,7670,4%,276.12
Foot Locker,1128299,10-04-2021,April,West,Hawaii,Honolulu,Men Athletic Footwear,Online,61.00,81,4941,4%,172.94
Foot Locker,1128299,10-04-2021,April,West,Hawaii,Honolulu, Women Street Footwear,Online,60.00,91,5460,4%,207.48
Foot Locker,1128299,10-04-2021,April,West,Hawaii,Honolulu, Women Athletic Footwear,Online,48.00,73,3504,4%,122.64
Foot Locker,1128299,10-04-2021,April,West,Hawaii,Honolulu,Men Apparel,Online,52.00,42,2184,3%,58.97
Foot Locker,1128299,10-04-2021,April,West,Hawaii,Honolulu, Women Apparel,Online,66.00,94,6204,5%,310.20
Foot Locker,1128299,11-05-2021,May,West,Hawaii,Honolulu,Men Street Footwear,Online,51.00,158,8058,4%,298.15
Foot Locker,1128299,11-05-2021,May,West,Hawaii,Honolulu,Men Athletic Footwear,Online,58.00,98,5684,3%,187.57
Foot Locker,1128299,11-05-2021,May,West,Hawaii,Honolulu, Women Street Footwear,Online,56.00,98,5488,4%,219.52
Foot Locker,1128299,11-05-2021,May,West,Hawaii,Honolulu, Women Athletic Footwear,Online,52.00,80,4160,4%,166.40
Foot Locker,1128299,11-05-2021,May,West,Hawaii,Honolulu,Men Apparel,Online,55.00,46,2530,3%,70.84
Foot Locker,1128299,11-05-2021,May,West,Hawaii,Honolulu, Women Apparel,Online,69.00,143,9867,6%,542.69
Foot Locker,1128299,10-06-2021,June,West,Hawaii,Honolulu,Men Street Footwear,Online,67.00,210,14070,4%,562.80
Foot Locker,1128299,10-06-2021,June,West,Hawaii,Honolulu,Men Athletic Footwear,Online,72.00,156,11232,3%,348.19
Foot Locker,1128299,10-06-2021,June,West,Hawaii,Honolulu, Women Street Footwear,Online,71.00,180,12780,4%,460.08
Foot Locker,1128299,10-06-2021,June,West,Hawaii,Honolulu, Women Athletic Footwear,Online,74.00,133,9842,4%,374.00
Foot Locker,1128299,10-06-2021,June,West,Hawaii,Honolulu,Men Apparel,Online,83.00,88,7304,3%,219.12
Foot Locker,1128299,10-06-2021,June,West,Hawaii,Honolulu, Women Apparel,Online,97.00,169,16393,5%,852.44
Foot Locker,1128299,09-07-2021,July,West,Hawaii,Honolulu,Men Street Footwear,Online,74.00,208,15392,4%,569.50
Foot Locker,1128299,09-07-2021,July,West,Hawaii,Honolulu,Men Athletic Footwear,Online,81.00,182,14742,3%,501.23
Foot Locker,1128299,09-07-2021,July,West,Hawaii,Honolulu, Women Street Footwear,Online,79.00,150,11850,4%,426.60
Foot Locker,1128299,09-07-2021,July,West,Hawaii,Honolulu, Women Athletic Footwear,Online,73.00,130,9490,4%,379.60
Foot Locker,1128299,09-07-2021,July,West,Hawaii,Honolulu,Men Apparel,Online,80.00,149,11920,3%,357.60
Foot Locker,1128299,09-07-2021,July,West,Hawaii,Honolulu, Women Apparel,Online,96.00,154,14784,5%,768.77
Foot Locker,1128299,10-08-2021,August,West,Hawaii,Honolulu,Men Street Footwear,Online,79.00,210,16590,4%,613.83
Foot Locker,1128299,10-08-2021,August,West,Hawaii,Honolulu,Men Athletic Footwear,Online,71.00,218,15478,3%,526.25
Foot Locker,1128299,10-08-2021,August,West,Hawaii,Honolulu, Women Street Footwear,Online,64.00,162,10368,4%,404.35
Foot Locker,1128299,10-08-2021,August,West,Hawaii,Honolulu, Women Athletic Footwear,Online,67.00,142,9514,4%,361.53
Walmart,1128299,10-08-2021,August,West,Hawaii,Honolulu,Men Apparel,Online,69.00,147,10143,3%,273.86
Walmart,1128299,10-08-2021,August,West,Hawaii,Honolulu, Women Apparel,Online,72.00,88,6336,5%,335.81
Walmart,1128299,11-09-2021,September,West,Hawaii,Honolulu,Men Street Footwear,Online,62.00,149,9238,4%,332.57
Walmart,1128299,11-09-2021,September,West,Hawaii,Honolulu,Men Athletic Footwear,Online,69.00,149,10281,3%,339.27
Walmart,1128299,11-09-2021,September,West,Hawaii,Honolulu, Women Street Footwear,Online,64.00,105,6720,4%,262.08
Walmart,1128299,11-09-2021,September,West,Hawaii,Honolulu, Women Athletic Footwear,Online,62.00,85,5270,4%,210.80
Walmart,1128299,11-09-2021,September,West,Hawaii,Honolulu,Men Apparel,Online,71.00,91,6461,3%,193.83
Walmart,1128299,11-09-2021,September,West,Hawaii,Honolulu, Women Apparel,Online,56.00,105,5880,5%,311.64
Walmart,1128299,10-10-2021,October,West,Hawaii,Honolulu,Men Street Footwear,Online,52.00,124,6448,4%,257.92
Walmart,1128299,10-10-2021,October,West,Hawaii,Honolulu,Men Athletic Footwear,Online,61.00,138,8418,3%,252.54
Walmart,1128299,10-10-2021,October,West,Hawaii,Honolulu, Women Street Footwear,Online,56.00,87,4872,4%,170.52
Walmart,1128299,10-10-2021,October,West,Hawaii,Honolulu, Women Athletic Footwear,Online,50.00,83,4150,4%,153.55
Walmart,1128299,10-10-2021,October,West,Hawaii,Honolulu,Men Apparel,Online,63.00,70,4410,3%,123.48
Walmart,1128299,10-10-2021,October,West,Hawaii,Honolulu, Women Apparel,Online,64.00,75,4800,5%,244.80
Walmart,1128299,10-11-2021,November,West,Hawaii,Honolulu,Men Street Footwear,Online,51.00,158,8058,4%,298.15
Walmart,1128299,10-11-2021,November,West,Hawaii,Honolulu,Men Athletic Footwear,Online,56.00,168,9408,3%,301.06
Walmart,1128299,10-11-2021,November,West,Hawaii,Honolulu, Women Street Footwear,Online,50.00,123,6150,4%,246.00
Walmart,1128299,10-11-2021,November,West,Hawaii,Honolulu, Women Athletic Footwear,Online,60.00,104,6240,4%,243.36
Walmart,1128299,10-11-2021,November,West,Hawaii,Honolulu,Men Apparel,Online,83.00,113,9379,3%,281.37
Walmart,1128299,10-11-2021,November,West,Hawaii,Honolulu, Women Apparel,Online,82.00,140,11480,5%,596.96
Walmart,1128299,09-12-2021,December,West,Hawaii,Honolulu,Men Street Footwear,Online,68.00,189,12852,4%,514.08
Walmart,1128299,09-12-2021,December,West,Hawaii,Honolulu,Men Athletic Footwear,Online,77.00,182,14014,3%,420.42
Sports Direct,1128299,09-12-2021,December,West,Hawaii,Honolulu, Women Street Footwear,Online,74.00,135,9990,4%,349.65
Sports Direct,1128299,09-12-2021,December,West,Hawaii,Honolulu, Women Athletic Footwear,Online,73.00,145,10585,4%,370.48
Sports Direct,1128299,09-12-2021,December,West,Hawaii,Honolulu,Men Apparel,Online,84.00,128,10752,3%,279.55
Sports Direct,1128299,09-12-2021,December,West,Hawaii,Honolulu, Women Apparel,Online,89.00,142,12638,5%,631.90
Sports Direct,1128299,17-01-2021,January,West,Hawaii,Honolulu,Men Street Footwear,Online,38.00,115,4370,4%,187.91
Sports Direct,1128299,17-01-2021,January,West,Hawaii,Honolulu,Men Athletic Footwear,Online,48.00,123,5904,4%,206.64
Sports Direct,1128299,17-01-2021,January,West,Hawaii,Honolulu, Women Street Footwear,Online,45.00,123,5535,4%,226.94
Sports Direct,1128299,17-01-2021,January,West,Hawaii,Honolulu, Women Athletic Footwear,Online,47.00,77,3619,5%,162.86
Sports Direct,1128299,17-01-2021,January,West,Hawaii,Honolulu,Men Apparel,Online,54.00,68,3672,3%,110.16
Sports Direct,1128299,17-01-2021,January,West,Hawaii,Honolulu, Women Apparel,Online,49.00,124,6076,6%,358.48
Sports Direct,1128299,17-02-2021,February,West,Hawaii,Honolulu,Men Street Footwear,Online,36.00,137,4932,4%,207.14
Sports Direct,1128299,17-02-2021,February,West,Hawaii,Honolulu,Men Athletic Footwear,Online,49.00,111,5439,4%,190.37
Sports Direct,1128299,17-02-2021,February,West,Hawaii,Honolulu, Women Street Footwear,Online,49.00,111,5439,4%,217.56
Sports Direct,1128299,17-02-2021,February,Southeast,Florida,Orlando, Women Athletic Footwear,Online,45.00,74,3330,4%,146.52
Sports Direct,1128299,17-02-2021,February,Southeast,Florida,Orlando,Men Apparel,Online,52.00,60,3120,3%,99.84
Sports Direct,1128299,17-02-2021,February,Southeast,Florida,Orlando, Women Apparel,Online,47.00,108,5076,6%,294.41
Sports Direct,1128299,16-03-2021,March,Southeast,Florida,Orlando,Men Street Footwear,Online,46.00,160,7360,4%,301.76
Sports Direct,1128299,16-03-2021,March,Southeast,Florida,Orlando,Men Athletic Footwear,Online,58.00,100,5800,4%,220.40
Sports Direct,1128299,16-03-2021,March,Southeast,Florida,Orlando, Women Street Footwear,Online,59.00,115,6785,4%,291.76
Sports Direct,1128299,16-03-2021,March,Southeast,Florida,Orlando, Women Athletic Footwear,Online,58.00,91,5278,4%,221.68
Sports Direct,1128299,16-03-2021,March,Southeast,Florida,Orlando,Men Apparel,Online,61.00,44,2684,3%,88.57
Sports Direct,1128299,16-03-2021,March,Southeast,Florida,Orlando, Women Apparel,Online,54.00,101,5454,6%,327.24
Walmart,1128299,17-04-2021,April,Southeast,Florida,Orlando,Men Street Footwear,Online,62.00,138,8556,4%,359.35
Walmart,1128299,17-04-2021,April,Southeast,Florida,Orlando,Men Athletic Footwear,Online,66.00,98,6468,4%,226.38
Walmart,1128299,17-04-2021,April,Southeast,Florida,Orlando, Women Street Footwear,Online,66.00,120,7920,4%,324.72
Walmart,1128299,17-04-2021,April,Southeast,Florida,Orlando, Women Athletic Footwear,Online,52.00,84,4368,5%,196.56
Walmart,1128299,17-04-2021,April,Southeast,Florida,Orlando,Men Apparel,Online,59.00,58,3422,4%,119.77
Walmart,1128299,17-04-2021,April,Southeast,Florida,Orlando, Women Apparel,Online,72.00,109,7848,6%,470.88
Walmart,1128299,18-05-2021,May,Southeast,Florida,Orlando,Men Street Footwear,Online,58.00,155,8990,4%,386.57
Walmart,1128299,18-05-2021,May,Southeast,Florida,Orlando,Men Athletic Footwear,Online,60.00,128,7680,4%,307.20
Walmart,1128299,18-05-2021,May,Southeast,Florida,Orlando, Women Street Footwear,Online,59.00,119,7021,5%,315.95
Walmart,1128299,18-05-2021,May,Southeast,Florida,Orlando, Women Athletic Footwear,Online,59.00,88,5192,4%,223.26
Walmart,1128299,18-05-2021,May,Southeast,Florida,Orlando,Men Apparel,Online,52.00,68,3536,3%,113.15
Walmart,1128299,18-05-2021,May,Southeast,Florida,Orlando, Women Apparel,Online,67.00,173,11591,6%,672.28
Walmart,1128299,17-06-2021,June,Southeast,Florida,Orlando,Men Street Footwear,Online,61.00,223,13603,5%,612.14
Walmart,1128299,17-06-2021,June,Southeast,Florida,Orlando,Men Athletic Footwear,Online,64.00,203,12992,4%,454.72
Walmart,1128299,17-06-2021,June,Southeast,Florida,Orlando, Women Street Footwear,Online,80.00,210,16800,4%,722.40
Walmart,1128299,17-06-2021,June,Southeast,Florida,Orlando, Women Athletic Footwear,Online,77.00,155,11935,4%,501.27
Walmart,1128299,17-06-2021,June,Southeast,Florida,Orlando,Men Apparel,Online,89.00,126,11214,3%,358.85
Walmart,1128299,17-06-2021,June,Southeast,Florida,Orlando, Women Apparel,Online,103.00,218,22454,6%,1257.42
Walmart,1128299,16-07-2021,July,Southeast,Florida,Orlando,Men Street Footwear,Online,83.00,261,21663,4%,953.17
Walmart,1128299,16-07-2021,July,Southeast,Florida,Orlando,Men Athletic Footwear,Online,88.00,225,19800,4%,792.00
Walmart,1128299,16-07-2021,July,Southeast,Florida,Orlando, Women Street Footwear,Online,86.00,189,16254,4%,715.18
Walmart,1128299,16-07-2021,July,Southeast,Florida,Orlando, Women Athletic Footwear,Online,82.00,180,14760,4%,634.68
Walmart,1128299,16-07-2021,July,Southeast,Florida,Orlando,Men Apparel,Online,89.00,195,17355,3%,555.36
Walmart,1128299,16-07-2021,July,Southeast,Florida,Orlando, Women Apparel,Online,101.00,163,16463,6%,938.39
Walmart,1128299,17-08-2021,August,Southeast,Florida,Orlando,Men Street Footwear,Online,87.00,213,18531,4%,759.77
Walmart,1128299,17-08-2021,August,Southeast,Florida,Orlando,Men Athletic Footwear,Online,77.00,206,15862,4%,555.17
Walmart,1128299,17-08-2021,August,Southeast,Florida,Orlando, Women Street Footwear,Online,78.00,189,14742,4%,633.91
Walmart,1128299,17-08-2021,August,Southeast,Florida,Orlando, Women Athletic Footwear,Online,77.00,143,11011,4%,462.46
Walmart,1128299,17-08-2021,August,Southeast,Florida,Orlando,Men Apparel,Online,74.00,143,10582,3%,328.04
Walmart,1128299,17-08-2021,August,Southeast,Florida,Orlando, Women Apparel,Online,81.00,87,7047,6%,408.73
Walmart,1128299,18-09-2021,September,Southeast,Florida,Orlando,Men Street Footwear,Online,58.00,140,8120,4%,324.80
Walmart,1128299,18-09-2021,September,Southeast,Florida,Orlando,Men Athletic Footwear,Online,60.00,135,8100,4%,299.70
Walmart,1128299,18-09-2021,September,Southeast,Florida,Orlando, Women Street Footwear,Online,54.00,75,4050,5%,182.25
Walmart,1128299,18-09-2021,September,Southeast,Florida,Orlando, Women Athletic Footwear,Online,54.00,65,3510,4%,154.44
Walmart,1128299,18-09-2021,September,Southeast,Florida,Orlando,Men Apparel,Online,64.00,74,4736,3%,146.82
Walmart,1128299,18-09-2021,September,Southeast,Florida,Orlando, Women Apparel,Online,51.00,75,3825,6%,210.38
Walmart,1128299,17-10-2021,October,Southeast,Florida,Orlando,Men Street Footwear,Online,47.00,100,4700,4%,206.80
Walmart,1128299,17-10-2021,October,Southeast,Florida,Orlando,Men Athletic Footwear,Online,59.00,144,8496,4%,322.85
Walmart,1128299,17-10-2021,October,Southeast,Florida,Orlando, Women Street Footwear,Online,55.00,112,6160,4%,252.56
Walmart,1128299,17-10-2021,October,Southeast,Florida,Orlando, Women Athletic Footwear,Online,51.00,113,5763,4%,236.28
Walmart,1128299,17-10-2021,October,Southeast,Florida,Orlando,Men Apparel,Online,59.00,98,5782,3%,179.24
Walmart,1128299,17-10-2021,October,Southeast,Florida,Orlando, Women Apparel,Online,65.00,104,6760,6%,392.08
Walmart,1128299,17-11-2021,November,Southeast,Florida,Orlando,Men Street Footwear,Online,52.00,169,8788,4%,351.52
Walmart,1128299,17-11-2021,November,Southeast,Florida,Orlando,Men Athletic Footwear,Online,54.00,175,9450,4%,359.10
Walmart,1128299,17-11-2021,November,Southeast,Florida,Orlando, Women Street Footwear,Online,53.00,147,7791,4%,319.43
Walmart,1128299,17-11-2021,November,Southeast,Florida,Orlando, Women Athletic Footwear,Online,64.00,150,9600,4%,412.80
Walmart,1128299,17-11-2021,November,Southeast,Florida,Orlando,Men Apparel,Online,77.00,124,9548,3%,286.44
Walmart,1128299,17-11-2021,November,Southeast,Florida,Orlando, Women Apparel,Online,86.00,162,13932,6%,821.99
Walmart,1128299,16-12-2021,December,Southeast,Florida,Orlando,Men Street Footwear,Online,72.00,216,15552,4%,622.08
Walmart,1128299,16-12-2021,December,Southeast,Florida,Orlando,Men Athletic Footwear,Online,82.00,200,16400,4%,574.00
West Gear,1128299,16-12-2021,December,Southeast,Florida,Orlando, Women Street Footwear,Online,75.00,174,13050,4%,522.00
West Gear,1128299,16-12-2021,December,Southeast,Florida,Orlando, Women Athletic Footwear,Online,78.00,180,14040,4%,575.64
West Gear,1128299,16-12-2021,December,Southeast,Florida,Orlando,Men Apparel,Online,86.00,147,12642,4%,442.47
West Gear,1128299,16-12-2021,December,Southeast,Florida,Orlando, Women Apparel,Online,87.00,156,13572,6%,746.46
West Gear,1185732,12-01-2021,January,Southeast,Florida,Orlando,Men Street Footwear,Online,41.00,255,10455,6%,575.03
West Gear,1185732,12-01-2021,January,Southeast,Florida,Orlando,Men Athletic Footwear,Online,44.00,189,8316,5%,390.85
West Gear,1185732,12-01-2021,January,Southeast,Florida,Orlando, Women Street Footwear,Online,32.00,169,5408,4%,205.50
West Gear,1185732,12-01-2021,January,Southeast,Florida,Orlando, Women Athletic Footwear,Online,37.00,145,5365,4%,219.97
West Gear,1185732,12-01-2021,January,Southeast,Florida,Orlando,Men Apparel,Online,51.00,165,8415,5%,378.68
West Gear,1185732,12-01-2021,January,Southeast,Florida,Orlando, Women Apparel,Online,44.00,176,7744,7%,503.36
West Gear,1185732,10-02-2021,February,Southeast,Florida,Orlando,Men Street Footwear,Online,44.00,234,10296,6%,566.28
West Gear,1185732,10-02-2021,February,Southeast,Florida,Orlando,Men Athletic Footwear,Online,42.00,138,5796,5%,284.00
West Gear,1185732,10-02-2021,February,Southeast,Florida,Orlando, Women Street Footwear,Online,33.00,174,5742,4%,212.45
West Gear,1185732,10-02-2021,February,Northeast,New York,Albany, Women Athletic Footwear,Online,37.00,133,4921,4%,206.68
West Gear,1185732,10-02-2021,February,Northeast,New York,Albany,Men Apparel,Online,50.00,154,7700,5%,354.20
West Gear,1185732,10-02-2021,February,Northeast,New York,Albany, Women Apparel,Online,42.00,182,7644,6%,489.22
West Gear,1185732,08-03-2021,March,Northeast,New York,Albany,Men Street Footwear,Online,44.00,252,11088,6%,654.19
West Gear,1185732,08-03-2021,March,Northeast,New York,Albany,Men Athletic Footwear,Online,44.00,165,7260,5%,333.96
West Gear,1185732,08-03-2021,March,Northeast,New York,Albany, Women Street Footwear,Online,33.00,161,5313,4%,191.27
West Gear,1185732,08-03-2021,March,Northeast,New York,Albany, Women Athletic Footwear,Online,39.00,106,4134,4%,169.49
